,0
1366,curiosity: 0.4767242670059204
1367,admiration: 0.45627227425575256
1368,neutral: 0.38306647539138794
1369,
1370,b' foundmyfitness Is there any chance you can provide scientific evidence that this is true ':
1371,curiosity: 0.48191070556640625
1372,disapproval: 0.3664780557155609
1373,optimism: 0.36616843938827515
1374,
1375,b' foundmyfitness ':
1376,neutral: 0.5924807786941528
1377,admiration: 0.41593462228775024
1378,curiosity: 0.4007071852684021
1379,
1380,b' joerogan Does long John silvers count ':
1381,neutral: 0.6180403828620911
1382,curiosity: 0.4756638705730438
1383,anger: 0.3653220534324646
1384,
1385,b'This seems a bit fishy ':
1386,neutral: 0.672132670879364
1387,anger: 0.36325305700302124
1388,nervousness: 0.3622020483016968
1389,
1390,b'I wonder what other factors could figure in Guessing most homes serving fish have more attentive p':
1391,curiosity: 0.4614675045013428
1392,confusion: 0.37704718112945557
1393,neutral: 0.3704047203063965
1394,
1395,b' joerogan Yes but many of them drown ':
1396,neutral: 0.6185970306396484
1397,approval: 0.3724781572818756
1398,disapproval: 0.364483505487442
1399,
1400,b' b hooker6':
1401,neutral: 0.9019395709037781
1402,curiosity: 0.4835505485534668
1403,remorse: 0.3669881522655487
1404,
1405,b' joerogan This sounds like a load of BS ':
1406,anger: 0.4059697389602661
1407,curiosity: 0.3799155354499817
1408,annoyance: 0.3739582896232605
1409,
1410,b'But is 4 points significant ':
1411,neutral: 0.5812178254127502
1412,anger: 0.3866897225379944
1413,curiosity: 0.3760940730571747
1414,
1415,b' feineron foundmyfitness Dont be dumb ':
1416,neutral: 0.533195436000824
1417,admiration: 0.36921483278274536
1418,disapproval: 0.36239710450172424
1419,
1420,b'If one developmental disabled is in either study the score is thrown way off These studies are all':
1421,neutral: 0.5536929965019226
1422,approval: 0.36412474513053894
1423,annoyance: 0.3638384938240051
1424,
1425,b' joerogan What happens to the kids when they get loaded with mercury and plastic from said fish ':
1426,neutral: 0.6503479480743408
1427,curiosity: 0.42027002573013306
1428,confusion: 0.36354419589042664
1429,
1430,b'Variables be a lurkin ':
1431,neutral: 0.5360608100891113
1432,admiration: 0.41329899430274963
1433,anger: 0.361375629901886
1434,
1435,b' joerogan JosephAgu':
1436,neutral: 0.7733174562454224
1437,disapproval: 0.36816245317459106
1438,disgust: 0.35626932978630066
1439,
1440,b' joerogan Curious Is this just because theyre likely Asian and have high discipline parents Rem':
1441,curiosity: 0.9998940229415894
1442,desire: 0.381660521030426
1443,grief: 0.36219164729118347
1444,
1445,b' joerogan Jokes aside fish is healthier than burgers for sure No wonder I feel so dumb':
1446,approval: 0.40585777163505554
1447,confusion: 0.38874515891075134
1448,joy: 0.37682124972343445
1449,
1450,b' joerogan True':
1451,neutral: 0.6759400367736816
1452,admiration: 0.3864280879497528
1453,disgust: 0.35990074276924133
1454,
1455,b' foundmyfitness joerogan the uk tried omega oil trials on kids It made no difference This is li':
1456,neutral: 0.4191908836364746
1457,curiosity: 0.3851715624332428
1458,amusement: 0.3708447515964508
1459,
1460,b' joerogan Im curious too what did the study define as fish Clearly not frozen fish sticks ha':
1461,curiosity: 0.9999299049377441
1462,desire: 0.37948107719421387
1463,grief: 0.36336544156074524
1464,
1465,b' joerogan Maybe smart parentes get there children to eat fish ':
1466,neutral: 0.567305862903595
1467,curiosity: 0.41758662462234497
1468,optimism: 0.36196672916412354
1469,
1470,b' joerogan Important to look at the totality of data Randomized controlled trials have shown that fish oil':
1471,neutral: 0.5054370760917664
1472,approval: 0.36142027378082275
1473,embarrassment: 0.35837724804878235
1474,
1475,b' joerogan tell that to my dipshit Filipino cousins that eat fish every night ':
1476,neutral: 0.5628803968429565
1477,embarrassment: 0.3653374910354614
1478,nervousness: 0.36354154348373413
1479,
1480,b' JeffNylen Randomized controlled trials which have been done with fish oil and have shown improv':
1481,neutral: 0.630713939666748
1482,approval: 0.36021310091018677
1483,embarrassment: 0.3575042188167572
1484,
1485,b' joerogan Too many factors to draw that conclusion Maybe the kids that ate fish also have less toys We just dont know':
1486,neutral: 0.5001710057258606
1487,curiosity: 0.41656798124313354
1488,confusion: 0.36908960342407227
1489,
1490,b' foundmyfitness joerogan Dont forget about hemp ':
1491,curiosity: 0.4490412473678589
1492,neutral: 0.4372867941856384
1493,caring: 0.3754831850528717
1494,
1495,b'They r called asians':
1496,neutral: 0.9157798290252686
1497,disapproval: 0.3780208230018616
1498,confusion: 0.35923147201538086
1499,
1500,b' joerogan Enjoy both of your work Isnt this study using the same logic as people who eat meat die':
1501,joy: 0.8264623880386353
1502,disappointment: 0.3665596842765808
1503,caring: 0.3618943989276886
1504,
1505,b' joerogan What if another group of children consumed those children who consumed the fish once a we':
1506,curiosity: 0.4785037040710449
1507,neutral: 0.44810768961906433
1508,confusion: 0.363526314496994
1509,
1510,b' joerogan Wife Where are you going Me Our baby needs more fish ':
1511,curiosity: 0.5300179719924927
1512,neutral: 0.3987114131450653
1513,confusion: 0.3863082826137543
1514,
1515,b'My kids its worth it ':
1516,admiration: 0.5118800401687622
1517,neutral: 0.4109865128993988
1518,approval: 0.3622434735298157
1519,
1520,b' foundmyfitness Its once a week I bet i can':
1521,admiration: 0.39302942156791687
1522,approval: 0.3899833858013153
1523,excitement: 0.36469388008117676
1524,
1525,b' joerogan Correlation causation Fish eaters are generally wealthy ':
1526,neutral: 0.5098055005073547
1527,approval: 0.37986937165260315
1528,curiosity: 0.36810067296028137
1529,
1530,b' joerogan Too bad Fish doesnt taste any good so not worth it ':
1531,admiration: 0.6539601683616638
1532,disapproval: 0.40911799669265747
1533,optimism: 0.370313435792923
1534,
1535,b' foundmyfitness You get dumber of course ':
1536,curiosity: 0.4465574324131012
1537,neutral: 0.44282978773117065
1538,annoyance: 0.37090784311294556
1539,
1540,b'Can we please get you on JREpodcast with someone from PCRM this needs to happen Lets have both':
1541,neutral: 0.5410315990447998
1542,curiosity: 0.41911423206329346
1543,optimism: 0.36916232109069824
1544,
1545,b'Thats the dumbest thing Ive heard all day ':
1546,curiosity: 0.39899393916130066
1547,amusement: 0.37062209844589233
1548,disapproval: 0.3682870864868164
1549,
1550,b'Similar cognitive outcomes seen in epi studies when looking at omega 3 levels Ever measure your':
1551,neutral: 0.43903616070747375
1552,annoyance: 0.36891552805900574
1553,curiosity: 0.35974547266960144
1554,
1555,b'I never consume fish and I am just fine':
1556,approval: 0.3683251738548279
1557,confusion: 0.3676005005836487
1558,neutral: 0.3674642741680145
1559,
1560,b'Is it the fish or might it be so that families that consume fish more often are from a higher soci':
1561,curiosity: 0.4484698176383972
1562,neutral: 0.3990422785282135
1563,confusion: 0.37888452410697937
1564,
1565,b'Do fish sandwiches at McDonalds count ':
1566,curiosity: 0.5843724608421326
1567,neutral: 0.5308829545974731
1568,confusion: 0.38409334421157837
1569,
1570,b'Do bakes fish fingers count':
1571,curiosity: 0.5575606226921082
1572,anger: 0.4510669708251953
1573,confusion: 0.37999480962753296
1574,
1575,b' mattstaggs I have been eating a lot of fish Sardines mackerel and wild caught salmon I cant af':
1576,neutral: 0.3968588411808014
1577,curiosity: 0.36189553141593933
1578,approval: 0.3610309660434723
1579,
1580,b' foundmyfitness yeah with sardines its still fairly safe because they are lower on the food chain and':
1581,neutral: 0.4909426271915436
1582,approval: 0.36909154057502747
1583,annoyance: 0.3683911859989166
1584,
1585,b' foundmyfitness I kind of had a realization I have been reading and writing so much about hunter gathe':
1586,approval: 0.37443605065345764
1587,annoyance: 0.3635205924510956
1588,sadness: 0.36098968982696533
1589,
1590,b'Then its a good thing IQ tests are completely invalid and biased ':
1591,admiration: 0.6904340386390686
1592,joy: 0.37439969182014465
1593,approval: 0.3665075898170471
1594,
1595,b' joerogan Test the fish in your diet for heavy metals like mercury ':
1596,neutral: 0.48928573727607727
1597,love: 0.3844957947731018
1598,embarrassment: 0.3578512966632843
1599,
1600,b'Good quality fish ':
1601,admiration: 0.7678593993186951
1602,amusement: 0.4192245602607727
1603,joy: 0.39328327775001526
1604,
1605,b'How do you find good clean fish Its not like the grocery stores amp supply chain are testing them':
1606,curiosity: 0.6258864998817444
1607,admiration: 0.43773961067199707
1608,confusion: 0.39798879623413086
1609,
1610,b' joerogan Correlation is not causation Children who eat fish once a week probably have it prepared':
1611,neutral: 0.5559993386268616
1612,disapproval: 0.3812861442565918
1613,confusion: 0.3565005660057068
1614,
1615,b' EurekAlert Correct ':
1616,admiration: 0.6472793221473694
1617,neutral: 0.40478846430778503
1618,approval: 0.3978527784347534
1619,
1620,b'Oh cool ':
1621,admiration: 0.7469765543937683
1622,surprise: 0.38910987973213196
1623,joy: 0.3874455392360687
1624,
1625,b'Now is fish the cause or just a protruding variable I see people running to buy fish sticks and t':
1626,neutral: 0.495347797870636
1627,curiosity: 0.3876345157623291
1628,confusion: 0.37311622500419617
1629,
1630,b'So can I now get disability checks for being allergic to all fish seafood ':
1631,anger: 0.4061018228530884
1632,neutral: 0.37414368987083435
1633,annoyance: 0.3713618516921997
1634,
1635,b' EurekAlert does fish sticks count Need clarification for the boxed food yoyos ':
1636,curiosity: 0.44350799918174744
1637,neutral: 0.41839346289634705
1638,approval: 0.36562520265579224
1639,
1640,b' joerogan This theory seems fishy ':
1641,neutral: 0.574097752571106
1642,nervousness: 0.36182162165641785
1643,embarrassment: 0.3610967695713043
1644,
1645,b'Are fish oil capsules sufficient ':
1646,curiosity: 0.5131564140319824
1647,neutral: 0.46067166328430176
1648,confusion: 0.3696875274181366
1649,
1650,b' joerogan I mean my opinion means nothing but when i supplement fish oils i can feel the anti infla':
1651,approval: 0.39034730195999146
1652,confusion: 0.3739430606365204
1653,disapproval: 0.368216872215271
1654,
1655,b' joerogan Theyre called Asians Theyre good a math and study for five hours in the back of restaurants ':
1656,admiration: 0.5859974026679993
1657,neutral: 0.40751293301582336
1658,approval: 0.3665620982646942
1659,
1660,b' rikkimetz':
1661,neutral: 0.8423736095428467
1662,optimism: 0.41678354144096375
1663,remorse: 0.3935919404029846
1664,
1665,b' joerogan Families who buy and eat fish tend to be well off and smart to begin with Dumb families':
1666,neutral: 0.5502691864967346
1667,annoyance: 0.3586549460887909
1668,embarrassment: 0.3572957515716553
1669,
1670,b' foundmyfitness Thats exactly my point correlation does not equal causation':
1671,disapproval: 0.39553457498550415
1672,curiosity: 0.3746311068534851
1673,approval: 0.36550167202949524
1674,
1675,b' theladychuck foundmyfitness':
1676,neutral: 0.5447438359260559
1677,admiration: 0.45463550090789795
1678,joy: 0.3985297381877899
1679,
1680,b' rvangraafeiland foundmyfitness Placebo fish is easy Just go to Long John Silvers I think thats all deep fried batter ':
1681,neutral: 0.4243335723876953
1682,approval: 0.3792225122451782
1683,amusement: 0.36275243759155273
1684,
1685,b' inittowinit0 Ive ready weekly fish also tested well with less people in that pool getting alzheim':
1686,neutral: 0.492943674325943
1687,disapproval: 0.3619985282421112
1688,approval: 0.36173680424690247
1689,
1690,b' EurekAlert one question here is with increased research on plastics in the sea how can we guarantee clean fish ':
1691,curiosity: 0.47706738114356995
1692,neutral: 0.42969751358032227
1693,confusion: 0.3687611520290375
1694,
1695,b' joerogan No doubt fish is good for the brain but the amount of micro plastics in all living things':
1696,admiration: 0.4744737148284912
1697,optimism: 0.3737720549106598
1698,approval: 0.3599797487258911
1699,
1700,b'I don et fush an my iq is throo the rufe ':
1701,approval: 0.36875981092453003
1702,love: 0.36403802037239075
1703,embarrassment: 0.3568437099456787
1704,
1705,b' joerogan Association does not equal causation Multiple grounds for confounding and bias in this s':
1706,neutral: 0.48706626892089844
1707,curiosity: 0.3879084885120392
1708,disapproval: 0.38428911566734314
1709,
1710,b' joerogan Children who are able to eat fish at least weekly and who can get more sleep tend to end up smarter newsflash ':
1711,neutral: 0.5249376893043518
1712,curiosity: 0.4267599284648895
1713,annoyance: 0.3635464906692505
1714,
1715,b'Its a shame we are dumping billions of kilos of plastic our oceans at the rate we are dumping plas':
1716,curiosity: 0.4492051601409912
1717,confusion: 0.37034475803375244
1718,approval: 0.36399126052856445
1719,
1720,b'I hate correlational research that pops up on social media this is not causality ':
1721,anger: 0.7748291492462158
1722,disapproval: 0.40663498640060425
1723,annoyance: 0.40616679191589355
1724,
1725,b' joerogan I used to get fish sticks does that count ':
1726,curiosity: 0.4869242310523987
1727,neutral: 0.44332510232925415
1728,confusion: 0.37182188034057617
1729,
1730,b'Yeah but children who are vegan can fly':
1731,neutral: 0.5534235835075378
1732,curiosity: 0.3773292005062103
1733,approval: 0.3698785603046417
1734,
1735,b'Maybe so But this may be because fish can be expensive and therefore children from more wealthy ba':
1736,neutral: 0.5341707468032837
1737,approval: 0.36901459097862244
1738,annoyance: 0.3618467450141907
1739,
1740,b'what about oil vs direct consumption krill oil vs fish oil ':
1741,neutral: 0.5063596963882446
1742,curiosity: 0.5012909173965454
1743,confusion: 0.3704054355621338
1744,
1745,b' joerogan a minnow a day keeps stupid at bay ':
1746,anger: 0.6576781868934631
1747,neutral: 0.4300471544265747
1748,annoyance: 0.4138888418674469
1749,
1750,b'I wonder at what point eating more fish stops adding benefit I think I consume too much fish More like 3 5 times a week ':
1751,curiosity: 0.377265602350235
1752,approval: 0.37052634358406067
1753,confusion: 0.3683590292930603
1754,
1755,b'Unfortunately the down sides of fish based on the toxin levels is scary Read Dr Michael Gregers re':
1756,neutral: 0.4772695004940033
1757,admiration: 0.3775160014629364
1758,curiosity: 0.3769463896751404
1759,
1760,b' foundmyfitness joerogan Lots of potential confounding variables there but it seems plausible that it would be beneficial ':
1761,neutral: 0.46320605278015137
1762,approval: 0.3687276840209961
1763,curiosity: 0.3604722023010254
1764,
1765,b' foundmyfitness Im pretty sure those were not my exact words Just cause you have a potty mouth doesn':
1766,approval: 0.39322811365127563
1767,curiosity: 0.3786294162273407
1768,confusion: 0.3743477165699005
1769,
1770,b' Ferjep PTA Y los del puerto San Jos comen todos los D as pescado y dicen dos m s dos 22 ':
1771,neutral: 0.5557527542114258
1772,annoyance: 0.3835846483707428
1773,disapproval: 0.37563905119895935
1774,
1775,b'My kids eat rocks':
1776,neutral: 0.7350817322731018
1777,desire: 0.4002029001712799
1778,anger: 0.3667444884777069
1779,
1780,b' Cernovich lol Ive had 3 oatmeal and Cocoa Puffs work best ':
1781,amusement: 0.9976855516433716
1782,admiration: 0.4944123923778534
1783,nervousness: 0.35429447889328003
1784,
1785,b' Cernovich Based on that its evident liberals didnt eat enough fish as kids ':
1786,neutral: 0.47585877776145935
1787,amusement: 0.3728789985179901
1788,annoyance: 0.3699914216995239
1789,
1790,b'Careful of what type of fish you eat Some have mercy in them and some can kill you The oil spil':
1791,neutral: 0.4734764099121094
1792,curiosity: 0.4658198058605194
1793,anger: 0.38419079780578613
1794,
1795,b'And you meet or exceed your daily allowance of mercury Wow Win Win ':
1796,admiration: 0.5280137062072754
1797,approval: 0.3935003876686096
1798,annoyance: 0.3646078109741211
1799,
1800,b' Cernovich Fake news live and let live be a vegetarian':
1801,neutral: 0.6042078733444214
1802,approval: 0.36660757660865784
1803,disapproval: 0.35792043805122375
1804,
1805,b'Horses and carts chickens and eggs Do households that provide varied foods end up with smar':
1806,neutral: 0.5267355442047119
1807,anger: 0.40769922733306885
1808,curiosity: 0.3999350965023041
1809,
1810,b' Cernovich My family eats fish all the time I sure wish my kids scores were higher than the other kids that eat fish too ':
1811,desire: 0.9973006844520569
1812,optimism: 0.4437009394168854
1813,amusement: 0.38271111249923706
1814,
1815,b' JeffNylen Does this include fish sticks':
1816,neutral: 0.6971814036369324
1817,curiosity: 0.5511581301689148
1818,confusion: 0.38229718804359436
1819,
1820,b' Cernovich tuna':
1821,neutral: 0.8656038641929626
1822,amusement: 0.40675750374794006
1823,disapproval: 0.3990955352783203
1824,
1825,b'Yeah fancy and if a frog had wings it wouldnt bump its ass when it hopped FunFacts':
1826,neutral: 0.4668508768081665
1827,approval: 0.3725547790527344
1828,annoyance: 0.37125784158706665
1829,
1830,b' MiloWear1A Or is it higher iq people are more health conscious and lead a healthier life style ':
1831,neutral: 0.42736899852752686
1832,curiosity: 0.39626559615135193
1833,anger: 0.38214755058288574
1834,
1835,b' Cernovich That is because they are the children of parents who are smarter about what they eat and':
1836,neutral: 0.6067525744438171
1837,curiosity: 0.42356833815574646
1838,anger: 0.3858858048915863
1839,
1840,b'These stats sound FISHY':
1841,neutral: 0.5484923720359802
1842,anger: 0.4144672751426697
1843,annoyance: 0.374399334192276
1844,
1845,b'Want your kids to be smarter and sleep better Feed them more fis':
1846,neutral: 0.5142168998718262
1847,caring: 0.3611205816268921
1848,disapproval: 0.35994014143943787
1849,
1850,b'This smells like correlation ':
1851,love: 0.47626328468322754
1852,disapproval: 0.3730757534503937
1853,sadness: 0.37148943543434143
1854,
1855,b'Is it because some cultures who happen to eat more fish are disciplined or is it because of fish ':
1856,neutral: 0.4667113423347473
1857,curiosity: 0.43803635239601135
1858,confusion: 0.3772231340408325
1859,
1860,b' Cernovich What about krill oil ':
1861,neutral: 0.6025468707084656
1862,curiosity: 0.5005587339401245
1863,confusion: 0.3816502094268799
1864,
1865,b'That is a complete crock of sh t Theres no basis for that statement You are a quack ':
1866,neutral: 0.43774983286857605
1867,curiosity: 0.3926537036895752
1868,anger: 0.3909871280193329
1869,
1870,b'What fish we talking about The radioactive Fukishima kind or the BP filled to the gills kind ':
1871,curiosity: 0.5026533603668213
1872,neutral: 0.42253077030181885
1873,anger: 0.3778344392776489
1874,
1875,b' joerogan Chicken or the egg do smarter people eat fish because of its known health benefits or':
1876,neutral: 0.5984669923782349
1877,curiosity: 0.46070972084999084
1878,confusion: 0.4000442624092102
1879,
1880,b' AllegraVianson7 Are you insinuating that Asians are smarter ':
1881,curiosity: 0.6412554979324341
1882,anger: 0.44687196612358093
1883,confusion: 0.39443668723106384
1884,
1885,b' rvangraafeiland foundmyfitness ':
1886,admiration: 0.45975032448768616
1887,neutral: 0.43085575103759766
1888,amusement: 0.37654638290405273
1889,
1890,b' holisticvetUK Shame that fish are a problem with heavy metal contamination ':
1891,neutral: 0.40679487586021423
1892,anger: 0.375871479511261
1893,annoyance: 0.36273109912872314
1894,
1895,b'Does the study correct for family revenue education levels etc ':
1896,neutral: 0.522538959980011
1897,curiosity: 0.4440312385559082
1898,approval: 0.3649497628211975
1899,
1900,b'Re animal proteins leading to cancer as per the comprehensive China study from the 80s Does that include fish as well ':
1901,neutral: 0.5107530951499939
1902,curiosity: 0.4119214117527008
1903,confusion: 0.3616931736469269
1904,
1905,b'I think there is something fishy here ':
1906,neutral: 0.6950930953025818
1907,disapproval: 0.3743501901626587
1908,approval: 0.3649737536907196
1909,
1910,b'You dont like fish ':
1911,neutral: 0.5292632579803467
1912,love: 0.4250628352165222
1913,disapproval: 0.40861082077026367
1914,
1915,b'Im pretty sure thats not a fish being consumed ':
1916,approval: 0.41808629035949707
1917,admiration: 0.4086307883262634
1918,disapproval: 0.3971250355243683
1919,
1920,b' AsapSCIENCE I need sleep and vacation haha ':
1921,amusement: 0.9867096543312073
1922,joy: 0.41117265820503235
1923,desire: 0.4019192159175873
1924,
1925,b'So is the gif telling us that fish who consume mammals sleep better and have higher IQs too ':
1926,curiosity: 0.41280943155288696
1927,neutral: 0.3930886387825012
1928,approval: 0.361494779586792
1929,
1930,b' AsapSCIENCE Yes ':
1931,neutral: 0.5571150183677673
1932,nervousness: 0.36138787865638733
1933,anger: 0.35720881819725037
1934,
1935,b'Weekly What if you have kids begging for seafood 3 5 times a week RIPmywallet':
1936,neutral: 0.5677375793457031
1937,curiosity: 0.4443112909793854
1938,confusion: 0.3610849380493164
1939,
1940,b'Good to include 1 or 2 portions of fish a week in diet but always tricky to link to IQ could even be reverse causality ':
1941,neutral: 0.4310188591480255
1942,admiration: 0.3712460994720459
1943,curiosity: 0.3692984879016876
1944,
1945,b'Thanks Not my area but thats what I thought re causality ':
1946,gratitude: 0.99039626121521
1947,disapproval: 0.37050801515579224
1948,confusion: 0.36868947744369507
1949,
1950,b'Hi Shay Good to hear ':
1951,admiration: 0.7072939276695251
1952,neutral: 0.41133326292037964
1953,joy: 0.39397814869880676
1954,
1955,b'Are you saying samaki wana akili kuliko manyani ya Jane Goodall ':
1956,curiosity: 0.5775797367095947
1957,neutral: 0.4271446466445923
1958,confusion: 0.37891560792922974
1959,
1960,b'What about all that Fukushima radiation thats in the worlds oceans Cant be healthy to consume ':
1961,curiosity: 0.45204079151153564
1962,neutral: 0.40696007013320923
1963,confusion: 0.36161524057388306
1964,
1965,b'FLS primary prevention and falls assessment is the way forward icares SWBH OsteoporosisSoc loveyourbones':
1966,neutral: 0.5470212697982788
1967,approval: 0.37311646342277527
1968,nervousness: 0.3597046136856079
1969,
1970,b' sheffielduni unibirmingham uniofeastanglia Osteoporosis is a very disabling condition Screening is':
1971,admiration: 0.43926841020584106
1972,neutral: 0.4299684166908264
1973,curiosity: 0.37018656730651855
1974,
1975,b'meaningless study':
1976,admiration: 0.4636019766330719
1977,neutral: 0.416002094745636
1978,love: 0.3879691958427429
1979,
1980,b'I have a cure for our unemployed green loving millennials living in their parents house We can set':
1981,neutral: 0.4265643358230591
1982,approval: 0.375531405210495
1983,admiration: 0.3634296953678131
1984,
1985,b'Big Pharma however will not approve of this plan ':
1986,neutral: 0.6118654608726501
1987,disapproval: 0.3996877074241638
1988,anger: 0.3823850154876709
1989,
1990,b'The best thing HIV patients can do is recognize that the HIV test is a total fraud and avoid anything by big pharma ':
1991,admiration: 0.5517061948776245
1992,curiosity: 0.3841868042945862
1993,anger: 0.37721484899520874
1994,
1995,b'Yes lots of money ':
1996,neutral: 0.6499849557876587
1997,approval: 0.3679349720478058
1998,embarrassment: 0.3562244176864624
1999,
2000,b'yep when first diag as a pre had to fight hcp to get bg testing gear Hcp seem to want more td2 Glad i refused their ed':
2001,joy: 0.923667311668396
2002,caring: 0.36542490124702454
2003,disappointment: 0.3600054681301117
2004,
2005,b'Yes we dont take prediabetes seriously enough Prediabetes can cause damage as well ':
2006,neutral: 0.4472454786300659
2007,approval: 0.3923567533493042
2008,disapproval: 0.3813025951385498
2009,
2010,b'Yes I would agree ':
2011,approval: 0.6171554923057556
2012,love: 0.46604692935943604
2013,disapproval: 0.39427825808525085
2014,
2015,b' DonnellyDan tomwilliams1974 AgnesAyton DrAseemMalhotra SkyNews SophyRidgeSky lowcarbGP':
2016,anger: 0.406841903924942
2017,neutral: 0.39888229966163635
2018,sadness: 0.3915802836418152
2019,
2020,b' ProfTimNoakes DonnellyDan tomwilliams1974 DrAseemMalhotra SkyNews SophyRidgeSky lowcarbGP':
2021,neutral: 0.4860283434391022
2022,sadness: 0.3768129050731659
2023,disapproval: 0.3735591173171997
2024,
2025,b' MikeWM tomwilliams1974 AgnesAyton DrAseemMalhotra SkyNews SophyRidgeSky lowcarbGP tom watson':
2026,joy: 0.4217837452888489
2027,anger: 0.4094325602054596
2028,sadness: 0.3856097161769867
2029,
2030,b' ProfTimNoakes MikeWM tomwilliams1974 AgnesAyton DrAseemMalhotra SkyNews SophyRidgeSky':
2031,neutral: 0.44892409443855286
2032,anger: 0.4247816205024719
2033,annoyance: 0.3850882947444916
2034,
2035,b' ProfTimNoakes MikeWM tomwilliams1974 DrAseemMalhotra SkyNews SophyRidgeSky lowcarbGP':
2036,neutral: 0.46271467208862305
2037,anger: 0.38839247822761536
2038,sadness: 0.38200774788856506
2039,
2040,b' MikeWM tomwilliams1974 AgnesAyton DrAseemMalhotra SkyNews SophyRidgeSky lowcarbGP tom watson':
2041,joy: 0.4217837452888489
2042,anger: 0.4094325602054596
2043,sadness: 0.3856097161769867
2044,
2045,b' ProfTimNoakes MikeWM tomwilliams1974 AgnesAyton DrAseemMalhotra SkyNews SophyRidgeSky':
2046,neutral: 0.44892409443855286
2047,anger: 0.4247816205024719
2048,annoyance: 0.3850882947444916
2049,
2050,b' RickDaymd CNN Exactly Ive ran on people with rotting toes with sugars in the 500s Diabetic Me ':
2051,neutral: 0.4682296812534332
2052,approval: 0.3744843304157257
2053,annoyance: 0.3722216486930847
2054,
2055,b' RickDaymd CNN I didnt know people went that long without healthcare in the case of diabetes but jeez ':
2056,neutral: 0.4463326930999756
2057,confusion: 0.36871054768562317
2058,approval: 0.3678131103515625
2059,
2060,b' Botanygeek banjaxed mum StickmanBleedin SBakerMD drnickgreiner mrc314 KetoDocCLT zoeharcombe':
2061,neutral: 0.5900877714157104
2062,approval: 0.3676189184188843
2063,admiration: 0.36087939143180847
2064,
2065,b' BarryCPearson Botanygeek banjaxed mum StickmanBleedin SBakerMD drnickgreiner KetoDocCLT zoeharcombe':
2066,neutral: 0.5037299990653992
2067,approval: 0.3731546103954315
2068,annoyance: 0.3645305037498474
2069,
2070,b' Botanygeek banjaxed mum StickmanBleedin SBakerMD drnickgreiner mrc314 KetoDocCLT zoeharcombe This':
2071,neutral: 0.5290546417236328
2072,admiration: 0.3696390688419342
2073,approval: 0.36927369236946106
2074,
2075,b'Amazing Gillian Not wanting to lose your eyesight of legs definitely sound like strong motivators T':
2076,admiration: 0.962721586227417
2077,disapproval: 0.3841257691383362
2078,optimism: 0.38094159960746765
2079,
2080,b' DrDuaneRD Thanks DrDuaneRD A great webinar and good to hear an update for an area that is not my':
2081,gratitude: 0.9869922399520874
2082,admiration: 0.9027351140975952
2083,nervousness: 0.3578833341598511
2084,
2085,b'why the fuck did i read this there goes my apetite':
2086,anger: 0.9998817443847656
2087,annoyance: 0.48102861642837524
2088,disgust: 0.3724655508995056
2089,
2090,b'grr':
2091,neutral: 0.7812761664390564
2092,anger: 0.42351314425468445
2093,disapproval: 0.37109610438346863
2094,
2095,b'Dont be a pussy Eat them anyway ':
2096,neutral: 0.7008759379386902
2097,disapproval: 0.365570604801178
2098,amusement: 0.36388230323791504
2099,
2100,b'Given the substantial interest in this by patients and public should this not be made open access DUK research':
2101,neutral: 0.4898861050605774
2102,disapproval: 0.3700624406337738
2103,amusement: 0.3665284216403961
2104,
2105,b' DiabetesUK What implication this has on insurance cost for diabetic patient I guess they be consi':
2106,neutral: 0.46825110912323
2107,curiosity: 0.3910030722618103
2108,confusion: 0.36269351840019226
2109,
2110,b'Hi Manishk I would suggest asking that question to your insurance provider since it would depend on a':
2111,neutral: 0.47421079874038696
2112,annoyance: 0.3596813678741455
2113,embarrassment: 0.3591777980327606
2114,
2115,b' DiabetesUK I am following this all the way from Wichita KS USA My husband and I will be purchasi':
2116,neutral: 0.443046510219574
2117,approval: 0.3697167932987213
2118,surprise: 0.35831961035728455
2119,
2120,b' Telegraph anitagomes Is this treatment available in India Pls let me know ':
2121,neutral: 0.492252916097641
2122,confusion: 0.36553001403808594
2123,approval: 0.36045655608177185
2124,
2125,b'Paging bengoldacre and david colquhoun Where does one start with this ':
2126,neutral: 0.5367712378501892
2127,curiosity: 0.4286630153656006
2128,confusion: 0.36628276109695435
2129,
2130,b'Heroin':
2131,neutral: 0.7785879969596863
2132,anger: 0.5935190916061401
2133,disapproval: 0.36295974254608154
2134,
2135,b' Telegraph bengoldacre I suspect that the author is applying for a grant or for promotion Wait for th':
2136,neutral: 0.4456857144832611
2137,approval: 0.3644748032093048
2138,confusion: 0.3613300919532776
2139,
2140,b'This is incredible ':
2141,admiration: 0.7423685789108276
2142,curiosity: 0.37368836998939514
2143,joy: 0.371614545583725
2144,
2145,b'Really Cures ':
2146,admiration: 0.5352168083190918
2147,anger: 0.4196053743362427
2148,amusement: 0.36376452445983887
2149,
2150,b'Sounds good will look forward to that When my back goes into spasm Im stuck for up to three weeks bef':
2151,neutral: 0.4423147141933441
2152,admiration: 0.39845630526542664
2153,approval: 0.37749454379081726
2154,
2155,b' napoli dr Where can I read the paper ':
2156,neutral: 0.5728970766067505
2157,curiosity: 0.37239110469818115
2158,confusion: 0.3638303577899933
2159,
2160,b' fsgpmt Just presented RSNA it will be published soon':
2161,neutral: 0.43650028109550476
2162,approval: 0.3763115704059601
